ZONA,NUCLEO,M/T,LONGITUD,FECHA
Z1,N2,M,3.5,19/05/2026
Z1,N2,M,1.7,19/05/2026
Z1,N2,M,5.5,19/05/2026
Z1,N2,M,4.2,19/05/2026
Z1,N2,M,3.5,19/05/2026
Z1,N2,M,5.0,19/05/2026
Z1,N2,M,4.3,19/05/2026
Z1,N2,M,5.5,19/05/2026
Z1,N2,M,3.5,19/05/2026
Z1,N2,M,3.0,19/05/2026
Z1,N2,M,1.5,19/05/2026
Z1,N2,M,6.5,19/05/2026
Z1,N2,M,3.0,19/05/2026
Z1,N2,M,4.0,19/05/2026
Z1,N2,M,5.6,19/05/2026
Z1,N2,M,1.0,19/05/2026
Z1,N2,M,4.5,19/05/2026
Z1,N2,M,2.0,19/05/2026
Z1,N2,M,2.1,19/05/2026
Z1,N2,M,2.0,19/05/2026
Z1,N2,M,5.0,19/05/2026
Z1,N2,M,2.0,19/05/2026
Z1,N2,M,3.0,19/05/2026
Z1,N2,M,4.3,19/05/2026
Z1,N2,M,3.0,19/05/2026
Z1,N2,M,2.5,19/05/2026
Z1,N2,M,2.5,19/05/2026
Z1,N2,M,1.4,19/05/2026
Z1,N2,M,2.9,19/05/2026
Z1,N2,M,3.5,19/05/2026
Z1,N2,M,3.5,19/05/2026
Z1,N2,M,4.2,19/05/2026
Z1,N2,M,2.8,19/05/2026
Z1,N2,M,5.5,19/05/2026
Z1,N2,M,2.0,19/05/2026
Z1,N2,M,1.3,19/05/2026
Z1,N2,M,4.5,19/05/2026
Z1,N2,M,3.0,19/05/2026
Z1,N2,M,4.0,19/05/2026
Z1,N2,M,3.5,19/05/2026
Z1,N3,M,8.0,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,7.0,19/05/2026
Z1,N3,M,4.0,19/05/2026
Z1,N3,M,7.0,19/05/2026
Z1,N3,M,2.8,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,3.0,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,7.0,19/05/2026
Z1,N3,M,6.0,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,4.0,19/05/2026
Z1,N3,M,2.0,19/05/2026
Z1,N3,M,2.0,19/05/2026
Z1,N3,M,1.5,19/05/2026
Z1,N3,M,2.5,19/05/2026
Z1,N3,M,4.1,19/05/2026
Z1,N3,M,4.0,19/05/2026
Z1,N3,M,4.5,19/05/2026
Z1,N3,M,6.0,19/05/2026
Z1,N3,M,3.0,19/05/2026
Z1,N3,M,4.0,19/05/2026
Z1,N3,M,2.6,19/05/2026
Z1,N3,M,3.5,19/05/2026
Z1,N3,M,3.6,19/05/2026
Z1,N3,M,3.0,19/05/2026
Z1,N3,M,4.0,19/05/2026
Z1,N3,M,3.7,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,7.3,19/05/2026
Z1,N3,M,6.0,19/05/2026
Z1,N3,M,4.0,19/05/2026
Z1,N3,M,3.2,19/05/2026
Z1,N3,M,3.0,19/05/2026
Z1,N3,M,4.5,19/05/2026
Z1,N3,M,2.5,19/05/2026
Z1,N3,M,5.0,19/05/2026
Z1,N3,M,4.5,19/05/2026
Z1,N3,M,2.0,19/05/2026
Z1,N4,M,3.9,19/05/2026
Z1,N4,M,6.0,19/05/2026
Z1,N4,M,4.0,19/05/2026
Z1,N4,M,5.4,19/05/2026
Z1,N4,M,4.5,19/05/2026
Z1,N4,M,4.0,19/05/2026
Z1,N4,M,4.3,19/05/2026
Z1,N4,M,4.5,19/05/2026
Z1,N4,M,3.5,19/05/2026
Z1,N4,M,2.6,19/05/2026
Z1,N4,M,4.5,19/05/2026
Z1,N4,M,2.6,19/05/2026
Z1,N4,M,1.5,19/05/2026
Z1,N4,M,7.5,19/05/2026
Z1,N4,M,4.7,19/05/2026
Z1,N4,M,3.8,19/05/2026
Z1,N4,M,4.5,19/05/2026
Z1,N4,M,2.4,19/05/2026
Z1,N4,M,2.1,19/05/2026
Z1,N4,M,4.1,19/05/2026
Z1,N4,M,3.5,19/05/2026
Z1,N4,M,3.3,19/05/2026
Z1,N4,M,6.0,19/05/2026
Z1,N4,M,2.5,19/05/2026
Z1,N4,M,3.6,19/05/2026
Z1,N4,M,4.4,19/05/2026
Z1,N4,M,4.0,19/05/2026
Z1,N4,M,3.5,19/05/2026
Z1,N4,M,2.4,19/05/2026
Z1,N4,M,5.0,19/05/2026
Z1,N4,M,2.1,19/05/2026
Z1,N4,M,1.6,19/05/2026
Z1,N4,M,1.3,19/05/2026
Z1,N4,M,1.6,19/05/2026
Z1,N4,M,3.0,19/05/2026
Z1,N4,M,4.5,19/05/2026
Z1,N4,M,2.5,19/05/2026
Z1,N4,M,3.6,19/05/2026
Z1,N4,M,2.0,19/05/2026
Z1,N4,M,2.3,19/05/2026
Z1,N4,M,2.0,19/05/2026
Z1,N4,M,1.6,19/05/2026
Z1,N4,M,2.2,19/05/2026
Z1,N4,M,3.5,19/05/2026
Z2,N5,M,2.0,19/05/2026
Z2,N5,M,1.5,19/05/2026
Z2,N5,M,2.1,19/05/2026
Z2,N5,M,4.5,19/05/2026
Z2,N5,M,2.1,19/05/2026
Z2,N5,M,7.5,19/05/2026
Z2,N5,M,0.7,19/05/2026
Z2,N5,M,5.5,19/05/2026
Z2,N5,M,1.4,19/05/2026
Z2,N5,M,8.0,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,2.9,19/05/2026
Z2,N5,M,6.9,19/05/2026
Z2,N5,M,3.0,19/05/2026
Z2,N5,M,7.0,19/05/2026
Z2,N5,M,7.5,19/05/2026
Z2,N5,M,3.0,19/05/2026
Z2,N5,M,3.4,19/05/2026
Z2,N5,M,3.5,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,1.1,19/05/2026
Z2,N5,M,3.1,19/05/2026
Z2,N5,M,3.1,19/05/2026
Z2,N5,M,2.9,19/05/2026
Z2,N5,M,3.5,19/05/2026
Z2,N5,M,3.4,19/05/2026
Z2,N5,M,1.0,19/05/2026
Z2,N5,M,3.0,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,4.0,19/05/2026
Z2,N5,M,1.9,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,1.5,19/05/2026
Z2,N5,M,1.6,19/05/2026
Z2,N5,M,2.3,19/05/2026
Z2,N5,M,2.8,19/05/2026
Z2,N5,M,0.9,19/05/2026
Z2,N5,M,1.5,19/05/2026
Z2,N5,M,2.0,19/05/2026
Z2,N5,M,3.5,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,1.1,19/05/2026
Z2,N5,M,2.5,19/05/2026
Z2,N5,M,0.9,19/05/2026
Z2,N5,M,1.8,19/05/2026
Z2,N6,M,5.3,19/05/2026
Z2,N6,M,9.8,19/05/2026
Z2,N6,M,7.4,19/05/2026
Z2,N6,M,2.9,19/05/2026
Z2,N6,M,1.4,19/05/2026
Z2,N6,M,2.5,19/05/2026
Z2,N6,M,0.6,19/05/2026
Z2,N6,M,3.6,19/05/2026
Z2,N6,M,1.9,19/05/2026
Z2,N6,M,1.2,19/05/2026
Z2,N6,M,1.5,19/05/2026
Z2,N6,M,4.4,19/05/2026
Z2,N6,M,3.9,19/05/2026
Z2,N6,M,4.1,19/05/2026
Z2,N6,M,3.6,19/05/2026
Z2,N6,M,3.7,19/05/2026
Z2,N6,M,2.8,19/05/2026
Z2,N6,M,3.4,19/05/2026
Z2,N6,M,3.1,19/05/2026
Z2,N6,M,2.2,19/05/2026
Z2,N6,M,1.4,19/05/2026
Z2,N6,M,0.7,19/05/2026
Z2,N6,M,0.9,19/05/2026
Z2,N6,M,1.3,19/05/2026
Z2,N6,M,2.4,19/05/2026
Z2,N6,M,0.9,19/05/2026
Z2,N6,M,0.6,19/05/2026
Z2,N6,M,0.2,19/05/2026
Z2,N6,M,1.1,19/05/2026
Z2,N6,M,1.5,19/05/2026
Z2,N6,M,1.1,19/05/2026
Z2,N6,M,0.7,19/05/2026
Z2,N6,M,0.8,19/05/2026
Z2,N6,M,1.3,19/05/2026
Z2,N6,M,0.2,19/05/2026
Z2,N6,M,7.2,19/05/2026
Z2,N7,M,5.5,19/05/2026
Z2,N7,M,1.5,19/05/2026
Z2,N7,M,3.0,19/05/2026
Z2,N7,M,4.2,19/05/2026
Z2,N7,M,7.0,19/05/2026
Z2,N7,M,4.2,19/05/2026
Z2,N7,M,2.3,19/05/2026
Z2,N7,M,6.5,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,2.0,19/05/2026
Z2,N7,M,1.2,19/05/2026
Z2,N7,M,2.7,19/05/2026
Z2,N7,M,5.0,19/05/2026
Z2,N7,M,4.0,19/05/2026
Z2,N7,M,4.5,19/05/2026
Z2,N7,M,3.3,19/05/2026
Z2,N7,M,2.3,19/05/2026
Z2,N7,M,2.5,19/05/2026
Z2,N7,M,3.5,19/05/2026
Z2,N7,M,2.5,19/05/2026
Z2,N7,M,1.8,19/05/2026
Z2,N7,M,2.3,19/05/2026
Z2,N7,M,3.6,19/05/2026
Z2,N7,M,3.2,19/05/2026
Z2,N7,M,1.5,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,3.7,19/05/2026
Z2,N7,M,6.0,19/05/2026
Z2,N7,M,2.5,19/05/2026
Z2,N7,M,2.6,19/05/2026
Z2,N7,M,1.3,19/05/2026
Z2,N7,M,3.5,19/05/2026
Z2,N7,M,1.2,19/05/2026
Z2,N7,M,3.1,19/05/2026
Z2,N7,M,2.5,19/05/2026
Z2,N7,M,2.7,19/05/2026
Z2,N7,M,3.2,19/05/2026
Z2,N7,M,1.5,19/05/2026
Z2,N7,M,2.7,19/05/2026
Z2,N7,M,3.6,19/05/2026
Z2,N7,M,2.3,19/05/2026
Z2,N7,M,3.5,19/05/2026
Z2,N7,M,3.5,19/05/2026
Z2,N7,M,4.1,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,8.0,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,1.5,19/05/2026
Z2,N7,M,2.8,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,0.5,19/05/2026
Z2,N7,M,0.5,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,1.6,19/05/2026
Z2,N7,M,2.6,19/05/2026
Z2,N7,M,1.0,19/05/2026
Z2,N7,M,3.1,19/05/2026
Z2,N7,M,1.2,19/05/2026
Z2,N8,M,6.0,19/05/2026
Z2,N8,M,3.2,19/05/2026
Z2,N8,M,3.6,19/05/2026
Z2,N8,M,5.0,19/05/2026
Z2,N8,M,1.8,19/05/2026
Z2,N8,M,3.5,19/05/2026
Z2,N8,M,1.9,19/05/2026
Z2,N8,M,1.2,19/05/2026
Z2,N8,M,1.5,19/05/2026
Z2,N8,M,2.1,19/05/2026
Z2,N8,M,2.6,19/05/2026
Z2,N8,M,3.4,19/05/2026
Z2,N8,M,4.5,19/05/2026
Z2,N8,M,0.8,19/05/2026
Z2,N8,M,3.4,19/05/2026
Z2,N8,M,1.9,19/05/2026
Z2,N8,M,0.5,19/05/2026
Z2,N8,M,2.6,19/05/2026
Z2,N8,M,1.5,19/05/2026
Z2,N8,M,0.7,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,3.3,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,1.4,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,1.0,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,3.7,19/05/2026
Z2,N9,M,1.5,19/05/2026
Z2,N9,M,1.8,19/05/2026
Z2,N9,M,1.5,19/05/2026
Z2,N9,M,1.5,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,5.0,19/05/2026
Z2,N9,M,4.0,19/05/2026
Z2,N9,M,4.1,19/05/2026
Z2,N9,M,4.0,19/05/2026
Z2,N9,M,2.0,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,5.0,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,3.4,19/05/2026
Z2,N9,M,3.4,19/05/2026
Z2,N9,M,7.0,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,2.0,19/05/2026
Z2,N9,M,3.2,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,3.9,19/05/2026
Z2,N9,M,4.2,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,2.9,19/05/2026
Z2,N9,M,4.0,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,3.5,19/05/2026
Z2,N9,M,4.0,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,3.8,19/05/2026
Z2,N9,M,3.3,19/05/2026
Z2,N9,M,2.5,19/05/2026
Z2,N9,M,4.5,19/05/2026
Z2,N9,M,4.0,19/05/2026
Z2,N9,M,3.3,19/05/2026
Z2,N9,M,3.0,19/05/2026
Z2,N9,M,3.1,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,1.5,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,2.5,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,2.3,19/05/2026
Z2,N10,M,1.0,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,3.9,19/05/2026
Z2,N10,M,1.0,19/05/2026
Z2,N10,M,4.0,19/05/2026
Z2,N10,M,4.5,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,2.5,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,4.5,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,2.5,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,3.1,19/05/2026
Z2,N10,M,4.5,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,1.8,19/05/2026
Z2,N10,M,4.0,19/05/2026
Z2,N10,M,2.5,19/05/2026
Z2,N10,M,2.6,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,3.1,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,3.1,19/05/2026
Z2,N10,M,3.4,19/05/2026
Z2,N10,M,3.0,19/05/2026
Z2,N10,M,4.0,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,2.5,19/05/2026
Z2,N10,M,1.0,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,2.0,19/05/2026
Z2,N10,M,4.0,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,5.0,19/05/2026
Z2,N10,M,4.0,19/05/2026
Z2,N10,M,2.5,19/05/2026
Z2,N10,M,3.5,19/05/2026
Z2,N10,M,1.0,19/05/2026
Z2,N11,M,2.9,19/05/2026
Z2,N11,M,3.6,19/05/2026
Z2,N11,M,4.2,19/05/2026
Z2,N11,M,3.3,19/05/2026
Z2,N11,M,3.2,19/05/2026
Z2,N11,M,2.9,19/05/2026
Z2,N11,M,4.7,19/05/2026
Z2,N11,M,3.6,19/05/2026
Z2,N11,M,3.2,19/05/2026
Z2,N11,M,3.7,19/05/2026
Z2,N11,M,2.8,19/05/2026
Z2,N11,M,3.0,19/05/2026
Z2,N11,M,2.5,19/05/2026
Z2,N11,M,3.1,19/05/2026
Z2,N11,M,2.7,19/05/2026
Z2,N11,M,2.0,19/05/2026
Z2,N11,M,2.5,19/05/2026
Z2,N11,M,3.3,19/05/2026
Z2,N11,M,3.4,19/05/2026
Z2,N11,M,2.7,19/05/2026
Z2,N11,M,2.8,19/05/2026
Z2,N11,M,3.6,19/05/2026
Z2,N11,M,2.9,19/05/2026
Z2,N11,M,2.7,19/05/2026
Z2,N11,M,3.3,19/05/2026
Z2,N11,M,3.6,19/05/2026
Z2,N11,M,2.3,19/05/2026
Z2,N11,M,3.0,19/05/2026
Z2,N11,M,2.4,19/05/2026
Z2,N11,M,2.7,19/05/2026
Z2,N11,M,4.3,19/05/2026
Z2,N11,M,0.4,19/05/2026
Z2,N11,M,3.1,19/05/2026
Z2,N11,M,0.7,19/05/2026
Z2,N11,M,3.1,19/05/2026
Z2,N11,M,2.6,19/05/2026
Z2,N11,M,1.6,19/05/2026
Z2,N12,M,2.9,19/05/2026
Z2,N12,M,2.7,19/05/2026
Z2,N12,M,3.1,19/05/2026
Z2,N12,M,4.2,19/05/2026
Z2,N12,M,4.5,19/05/2026
Z2,N12,M,3.3,19/05/2026
Z2,N12,M,4.0,19/05/2026
Z2,N12,M,4.4,19/05/2026
Z2,N12,M,2.4,19/05/2026
Z2,N12,M,3.4,19/05/2026
Z2,N12,M,3.6,19/05/2026
Z2,N12,M,5.3,19/05/2026
Z2,N12,M,4.7,19/05/2026
Z2,N12,M,4.5,19/05/2026
Z2,N12,M,2.3,19/05/2026
Z2,N12,M,3.9,19/05/2026
Z2,N12,M,2.4,19/05/2026
Z2,N12,M,5.3,19/05/2026
Z2,N12,M,3.8,19/05/2026
Z2,N12,M,0.6,19/05/2026
Z2,N12,M,4.0,19/05/2026
Z2,N12,M,3.7,19/05/2026
Z2,N12,M,3.4,19/05/2026
Z2,N12,M,3.7,19/05/2026
Z2,N12,M,3.4,19/05/2026
Z2,N12,M,4.7,19/05/2026
Z2,N12,M,5.1,19/05/2026
Z2,N12,M,2.5,19/05/2026
Z2,N12,M,2.3,19/05/2026
Z2,N12,M,4.4,19/05/2026
Z2,N12,M,3.1,19/05/2026
Z2,N12,M,4.4,19/05/2026
Z2,N12,M,3.9,19/05/2026
Z2,N12,M,4.7,19/05/2026
Z2,N12,M,2.2,19/05/2026
Z2,N12,M,4.6,19/05/2026
Z2,N12,M,3.7,19/05/2026
Z2,N12,M,0.6,19/05/2026
Z2,N12,M,0.7,19/05/2026
Z1,N1,T,4.0,19/05/2026
Z1,N1,T,2.0,19/05/2026
Z1,N1,T,7.0,19/05/2026
Z1,N1,T,6.6,19/05/2026
Z1,N1,T,4.5,19/05/2026
Z1,N1,T,6.5,19/05/2026
Z1,N1 ,T,7.0,19/05/2026
Z1,N1,T,9.1,19/05/2026
Z1,N1,T,8.0,19/05/2026
Z1,N1,T,7.0,19/05/2026
Z1,N1,T,2.1,19/05/2026
Z1,N1,T,1.8,19/05/2026
Z1,N1,T,3.1,19/05/2026
Z1,N1,T,2.9,19/05/2026
Z1,N1,T,3.2,19/05/2026
Z1,N1,T,1.8,19/05/2026
Z1,N1,T,4.0,19/05/2026
Z1,N1,T,4.1,19/05/2026
Z1,N1,T,2.2,19/05/2026
Z1,N1,T,1.4,19/05/2026
Z1,N2,T,3.0,19/05/2026
Z1,N2,T,1.5,19/05/2026
Z1,N2,T,5.5,19/05/2026
Z1,N2,T,1.7,19/05/2026
Z1,N2,T,9.2,19/05/2026
Z1,N2,T,3.2,19/05/2026
Z1,N2,T,5.6,19/05/2026
Z1,N2,T,3.5,19/05/2026
Z1,N2,T,3.6,19/05/2026
Z1,N2,T,7.3,19/05/2026
Z1,N2,T,7.0,19/05/2026
Z1,N2,T,5.0,19/05/2026
Z1,N2,T,9.1,19/05/2026
Z1,N2,T,12.2,19/05/2026
Z1,N2,T,2.0,19/05/2026
Z1,N2,T,2.2,19/05/2026
Z1,N2,T,1.5,19/05/2026
Z1,N2,T,15.8,19/05/2026
Z1,N2,T,7.1,19/05/2026
Z1,N2,T,5.0,19/05/2026
Z1,N2,T,7.1,19/05/2026
Z1,N2,T,4.0,19/05/2026
Z1,N2,T,8.5,19/05/2026
Z1,N2,T,10.0,19/05/2026
Z1,N2,T,10.2,19/05/2026
Z1,N3,T,4.5,19/05/2026
Z1,N3,T,2.5,19/05/2026
Z1,N3,T,2.0,19/05/2026
Z1,N3,T,7.5,19/05/2026
Z1,N3,T,6.0,19/05/2026
Z1,N3,T,2.0,19/05/2026
Z1,N3,T,5.5,19/05/2026
Z1,N3,T,2.0,19/05/2026
Z1,N3,T,2.3,19/05/2026
Z1,N3,T,8.5,19/05/2026
Z1,N3,T,7.0,19/05/2026
Z1,N3,T,8.0,19/05/2026
Z1,N3,T,4.0,19/05/2026
Z1,N3,T,9.2,19/05/2026
Z1,N3,T,4.5,19/05/2026
Z1,N3,T,3.1,19/05/2026
Z1,N3,T,1.3,19/05/2026
Z1,N3,T,4.2,19/05/2026
Z1,N3,T,5.0,19/05/2026
Z1,N3,T,1.5,19/05/2026
Z1,N3,T,7.0,19/05/2026
Z1,N3,T,8.2,19/05/2026
Z1,N3,T,6.5,19/05/2026
Z1,N3,T,3.6,19/05/2026
Z1,N3,T,0.7,19/05/2026
Z1,N3,T,8.0,19/05/2026
Z1,N3,T,2.5,19/05/2026
Z1,N3,T,4.0,19/05/2026
Z1,N3,T,3.1,19/05/2026
Z1,N3,T,4.5,19/05/2026
Z1,N3,T,3.0,19/05/2026
Z1,N3,T,1.2,19/05/2026
Z1,N3,T,1.3,19/05/2026
Z1,N3,T,3.2,19/05/2026
Z1,N3,T,0.6,19/05/2026
Z1,N3,T,1.0,19/05/2026
Z1,N4,T,5.8,19/05/2026
Z1,N4,T,3.7,19/05/2026
Z1,N4,T,6.4,19/05/2026
Z1,N4,T,5.1,19/05/2026
Z1,N4,T,3.2,19/05/2026
Z1,N4,T,13.0,19/05/2026
Z1,N4,T,13.8,19/05/2026
Z1,N4,T,12.5,19/05/2026
Z1,N4,T,11.2,19/05/2026
Z1,N4,T,8.7,19/05/2026
Z1,N4,T,9.9,19/05/2026
Z1,N4,T,7.3,19/05/2026
Z1,N4,T,6.8,19/05/2026
Z1,N4,T,11.1,19/05/2026
Z1,N4,T,6.7,19/05/2026
Z1,N4,T,5.5,19/05/2026
Z1,N4,T,11.8,19/05/2026
Z1,N4,T,1.7,19/05/2026
Z1,N4,T,6.0,19/05/2026
Z1,N4,T,5.6,19/05/2026
Z1,N4,T,6.6,19/05/2026
Z1,N4,T,15.5,19/05/2026
Z1,N4,T,5.3,19/05/2026
Z1,N4,T,2.4,19/05/2026
Z1,N4,T,7.2,19/05/2026
Z1,N4,T,5.4,19/05/2026
Z1,N4,T,1.5,19/05/2026
Z1,N4,T,1.3,19/05/2026
Z1,N4,T,2.0,19/05/2026
Z1,N4,T,5.6,19/05/2026
Z1,N4,T,2.4,19/05/2026
Z1,N4,T,1.7,19/05/2026
Z1,N4,T,1.1,19/05/2026
Z1,N4,T,2.7,19/05/2026
Z1,N4,T,3.0,19/05/2026
Z1,N4,T,1.3,19/05/2026
Z1,N4,T,1.5,19/05/2026
Z1,N4,T,2.2,19/05/2026
Z1,N4,T,1.0,19/05/2026
Z1,N4,T,1.4,19/05/2026
Z1,N4,T,1.4,19/05/2026
Z1,N4,T,2.1,19/05/2026
Z2,N5,T,0,19/05/2026
Z2,N6,T,1.0,19/05/2026
Z2,N6,T,0.6,19/05/2026
Z2,N6,T,1.5,19/05/2026
Z2,N6,T,1.0,19/05/2026
Z2,N7,T,3.0,19/05/2026
Z2,N8,T,1.5,19/05/2026
Z2,N8,T,2.0,19/05/2026
Z2,N8,T,1.0,19/05/2026
Z2,N8,T,1.2,19/05/2026
Z2,N8,T,2.0,19/05/2026
Z2,N9,T,0.9,19/05/2026
Z2,N9,T,0.9,19/05/2026
Z2,N9,T,2.1,19/05/2026
Z2,N10,T,1.0,19/05/2026
Z2,N10,T,1.0,19/05/2026
Z2,N11,T,0,19/05/2026
Z2,N12,T,1.8,19/05/2026
Z2,N12,T,0.9,19/05/2026
Z2,N12,T,0.6,19/05/2026
Z1,N1,M,6.0,20/05/2026
Z1,N1,M,7.0,20/05/2026
Z1,N1,M,5.6,20/05/2026
Z1,N1,M,7.4,20/05/2026
Z1,N1,M,5.1,20/05/2026
Z1,N1,M,4.8,20/05/2026
Z1,N1,M,4.6,20/05/2026
Z1,N1,M,1.1,20/05/2026
Z1,N1,M,3.9,20/05/2026
Z1,N1,M,4.5,20/05/2026
Z1,N1,M,3.0,20/05/2026
Z1,N1,M,4.0,20/05/2026
Z1,N1,M,4.5,20/05/2026
Z1,N1,M,5.4,20/05/2026
Z1,N1,M,4.4,20/05/2026
Z1,N1,M,5.5,20/05/2026
Z1,N1,M,6.0,20/05/2026
Z1,N1,M,6.0,20/05/2026
Z1,N1,M,5.5,20/05/2026
Z1,N1,M,3.4,20/05/2026
Z1,N1,M,3.0,20/05/2026
Z1,N1,M,3.2,20/05/2026
Z1,N1,M,4.6,20/05/2026
Z1,N1,M,6.5,20/05/2026
Z1,N1,M,5.0,20/05/2026
Z1,N1,M,0.9,20/05/2026
Z1,N1,M,1.0,20/05/2026
Z1,N1,M,3.5,20/05/2026
Z1,N1,M,5.6,20/05/2026
Z1,N1,M,5.0,20/05/2026
Z1,N1,M,4.0,20/05/2026
Z1,N1,M,5.3,20/05/2026
Z1,N1,M,3.9,20/05/2026
Z1,N1,M,2.5,20/05/2026
Z1,N1,M,4.1,20/05/2026
Z1,N1,M,3.1,20/05/2026
Z1,N1,M,4.0,20/05/2026
Z1,N1,M,3.0,20/05/2026
Z1,N1,M,4.5,20/05/2026
Z1,N1,M,4.1,20/05/2026
Z1,N1,M,3.5,20/05/2026
Z1,N1,M,1.4,20/05/2026
Z1,N1,M,2.0,20/05/2026
Z1,N1,M,4.0,20/05/2026
Z1,N1,M,2.0,20/05/2026
Z1,N1,M,3.8,20/05/2026
Z1,N1,M,2.3,20/05/2026
Z1,N1,M,2.4,20/05/2026
Z1,N1,M,3.1,20/05/2026
Z1,N1,M,1.1,20/05/2026
Z1,N1,M,2.0,20/05/2026
Z1,N1,M,1.3,20/05/2026
Z1,N1,M,1.6,20/05/2026
Z1,N1,M,1.5,20/05/2026
Z1,N1,M,2.0,20/05/2026
Z1,N1,M,1.5,20/05/2026
Z1,N2,M,7.2,20/05/2026
Z1,N2,M,6.7,20/05/2026
Z1,N2,M,6.9,20/05/2026
Z1,N2,M,7.5,20/05/2026
Z1,N2,M,6.0,20/05/2026
Z1,N2,M,2.6,20/05/2026
Z1,N2,M,5.9,20/05/2026
Z1,N2,M,5.7,20/05/2026
Z1,N2,M,3.5,20/05/2026
Z1,N2,M,4.0,20/05/2026
Z1,N2,M,7.0,20/05/2026
Z1,N2,M,5.2,20/05/2026
Z1,N2,M,6.3,20/05/2026
Z1,N2,M,2.1,20/05/2026
Z1,N2,M,8.0,20/05/2026
Z1,N2,M,5.8,20/05/2026
Z1,N2,M,4.7,20/05/2026
Z1,N2,M,3.1,20/05/2026
Z1,N2,M,0.9,20/05/2026
Z1,N2,M,8.0,20/05/2026
Z1,N2,M,7.5,20/05/2026
Z1,N2,M,6.6,20/05/2026
Z1,N2,M,6.4,20/05/2026
Z1,N2,M,1.2,20/05/2026
Z1,N2,M,1.8,20/05/2026
Z1,N2,M,3.3,20/05/2026
Z1,N2,M,4.6,20/05/2026
Z1,N2,M,5.7,20/05/2026
Z1,N2,M,4.0,20/05/2026
Z1,N2,M,2.7,20/05/2026
Z1,N2,M,0.4,20/05/2026
Z1,N2,M,7.7,20/05/2026
Z1,N2,M,5.9,20/05/2026
Z1,N2,M,2.0,20/05/2026
