ZONA,NUCLEO,M/T,LONGITUD,FECHA
Z1,N4,T,6.4,20/05/2026
Z1,N4,T,8.7,20/05/2026
Z1,N4,T,4.8,20/05/2026
Z1,N4,T,7.9,20/05/2026
Z1,N4,T,3.6,20/05/2026
Z1,N4,T,3.3,20/05/2026
Z1,N4,T,5.4,20/05/2026
Z1,N4,T,3.7,20/05/2026
Z1,N4,T,8.0,20/05/2026
Z1,N4,T,2.1,20/05/2026
Z1,N4,T,1.7,20/05/2026
Z1,N4,T,4.4,20/05/2026
Z1,N4,T,1.8,20/05/2026
Z1,N4,T,2.0,20/05/2026
Z1,N4,T,4.0,20/05/2026
Z1,N4,T,7.7,20/05/2026
Z1,N4,T,4.8,20/05/2026
Z1,N4,T,1.3,20/05/2026
Z1,N4,T,1.5,20/05/2026
Z1,N4,T,4.6,20/05/2026
Z1,N4,T,6.9,20/05/2026
Z1,N4,T,7.4,20/05/2026
Z1,N4,T,6.0,20/05/2026
Z1,N4,T,6.8,20/05/2026
Z1,N4,T,5.0,20/05/2026
Z1,N4,T,7.5,20/05/2026
Z1,N4,T,7.4,20/05/2026
Z1,N4,T,5.6,20/05/2026
Z1,N4,T,4.3,20/05/2026
Z1,N4,T,1.5,20/05/2026
Z1,N4,T,5.1,20/05/2026
Z1,N4,T,8.0,20/05/2026
Z1,N4,T,5.6,20/05/2026
Z1,N4,T,5.9,20/05/2026
Z1,N4,T,7.8,20/05/2026
Z1,N4,T,5.5,20/05/2026
Z1,N4,T,7.2,20/05/2026
Z1,N4,T,7.4,20/05/2026
Z1,N4,T,8.3,20/05/2026
Z1,N4,T,7.9,20/05/2026
Z1,N4,T,7.1,20/05/2026
Z1,N4,T,7.0,20/05/2026
Z1,N4,T,6.1,20/05/2026
Z1,N4,T,4.8,20/05/2026
Z1,N4,T,4.0,20/05/2026
Z1,N4,T,8.5,20/05/2026
Z1,N4,T,7.0,20/05/2026
Z1,N4,T,4.0,20/05/2026
Z1,N4,T,5.3,20/05/2026
Z1,N4,T,1.0,20/05/2026
Z1,N4,T,1.6,20/05/2026
Z1,N4,T,4.1,20/05/2026
Z1,N4,T,3.2,20/05/2026
Z1,N4,T,2.0,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,1.3,20/05/2026
Z1,N4,T,3.4,20/05/2026
Z1,N4,T,5.3,20/05/2026
Z1,N4,T,1.8,20/05/2026
Z1,N4,T,3.2,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,1.7,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,1.7,20/05/2026
Z1,N4,T,3.4,20/05/2026
Z1,N4,T,1.2,20/05/2026
Z1,N4,T,0.9,20/05/2026
Z1,N4,T,2.8,20/05/2026
Z1,N4,T,0.5,20/05/2026
Z1,N4,T,0.8,20/05/2026
Z1,N4,T,1.5,20/05/2026
Z1,N4,T,2.6,20/05/2026
Z1,N4,T,1.4,20/05/2026
Z1,N4,T,1.0,20/05/2026
Z1,N4,T,0.9,20/05/2026
Z1,N4,T,1.5,20/05/2026
Z1,N4,T,3.9,20/05/2026
Z1,N4,T,1.3,20/05/2026
Z1,N4,T,1.0,20/05/2026
Z1,N4,T,3.3,20/05/2026
Z1,N4,T,2.0,20/05/2026
Z1,N4,T,4.4,20/05/2026
Z1,N4,T,5.6,20/05/2026
Z1,N4,T,2.9,20/05/2026
Z1,N4,T,2.2,20/05/2026
Z1,N4,T,2.3,20/05/2026
Z1,N4,T,7.9,20/05/2026
Z1,N4,T,0.9,20/05/2026
Z1,N4,T,3.4,20/05/2026
Z1,N4,T,4.4,20/05/2026
Z1,N4,T,2.3,20/05/2026
Z1,N4,T,3.2,20/05/2026
Z1,N4,T,1.8,20/05/2026
Z1,N4,T,1.0,20/05/2026
Z1,N4,T,1.0,20/05/2026
Z1,N4,T,6.5,20/05/2026
Z1,N4,T,3.6,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,5.0,20/05/2026
Z1,N4,T,2.9,20/05/2026
Z1,N4,T,5.1,20/05/2026
Z1,N4,T,5.5,20/05/2026
Z1,N4,T,5.5,20/05/2026
Z1,N4,T,5.6,20/05/2026
Z1,N4,T,5.6,20/05/2026
Z1,N4,T,2.0,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,4.8,20/05/2026
Z1,N4,T,4.4,20/05/2026
Z1,N4,T,2.6,20/05/2026
Z1,N4,T,4.0,20/05/2026
Z1,N4,T,3.4,20/05/2026
Z1,N4,T,4.5,20/05/2026
Z1,N4,T,4.5,20/05/2026
Z1,N4,T,4.4,20/05/2026
Z1,N4,T,5.3,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,2.1,20/05/2026
Z1,N4,T,4.5,20/05/2026
Z1,N4,T,1.9,20/05/2026
Z1,N4,T,4.6,20/05/2026
Z1,N4,T,3.1,20/05/2026
Z1,N4,T,5.9,20/05/2026
Z1,N4,T,1.6,20/05/2026
Z1,N4,T,2.8,20/05/2026
Z1,N4,T,3.5,20/05/2026
Z1,N4,T,5.1,20/05/2026
Z1,N4,T,5.0,20/05/2026
Z1,N4,T,4.0,20/05/2026
Z1,N4,T,4.6,20/05/2026
Z1,N4,T,2.5,20/05/2026
Z1,N4,T,3.5,20/05/2026
Z1,N4,T,3.6,20/05/2026
Z1,N4,T,4.3,20/05/2026
Z1,N4,T,5.3,20/05/2026
Z1,N4,T,2.8,20/05/2026
Z1,N4,T,5.5,20/05/2026
Z1,N4,T,6.3,20/05/2026
Z1,N4,T,4.9,20/05/2026
Z1,N4,T,1.0,20/05/2026
Z1,N4,T,3.1,20/05/2026
Z1,N4,T,3.5,20/05/2026
Z1,N4,T,4.5,20/05/2026
Z1,N4,T,1.9,20/05/2026
Z1,N4,T,4.8,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z1,N4,T,2.5,20/05/2026
Z1,N4,T,1.5,20/05/2026
Z1,N4,T,3.0,20/05/2026
Z2,N5,T,13.2,20/05/2026
Z2,N5,T,10.4,20/05/2026
Z2,N5,T,9.8,20/05/2026
Z2,N5,T,8.8,20/05/2026
Z2,N5,T,4.1,20/05/2026
Z2,N5,T,7.7,20/05/2026
Z2,N5,T,4.4,20/05/2026
Z2,N5,T,11.5,20/05/2026
Z2,N5,T,2.9,20/05/2026
Z2,N5,T,4.6,20/05/2026
Z2,N5,T,1.1,20/05/2026
Z2,N5,T,4.0,20/05/2026
Z2,N5,T,1.3,20/05/2026
Z2,N5,T,3.4,20/05/2026
Z2,N5,T,11.3,20/05/2026
Z2,N5,T,4.2,20/05/2026
Z2,N5,T,3.6,20/05/2026
Z2,N5,T,5.2,20/05/2026
Z2,N5,T,4.0,20/05/2026
Z2,N5,T,9.3,20/05/2026
Z2,N5,T,5.5,20/05/2026
Z2,N5,T,4.8,20/05/2026
Z2,N5,T,7.3,20/05/2026
Z2,N5,T,5.4,20/05/2026
Z2,N5,T,2.5,20/05/2026
Z2,N5,T,1.3,20/05/2026
Z2,N5,T,1.4,20/05/2026
Z2,N5,T,3.5,20/05/2026
Z2,N5,T,4.5,20/05/2026
Z2,N5,T,4.9,20/05/2026
Z2,N5,T,10.5,20/05/2026
Z2,N5,T,11.0,20/05/2026
Z2,N5,T,2.5,20/05/2026
Z2,N5,T,3.0,20/05/2026
Z2,N5,T,5.6,20/05/2026
Z2,N5,T,3.9,20/05/2026
Z2,N5,T,3.2,20/05/2026
Z2,N5,T,2.7,20/05/2026
Z2,N5,T,3.6,20/05/2026
Z2,N5,T,5.4,20/05/2026
Z2,N5,T,4.4,20/05/2026
Z2,N5,T,3.1,20/05/2026
Z2,N5,T,2.4,20/05/2026
Z2,N5,T,3.6,20/05/2026
Z2,N5,T,3.0,20/05/2026
Z2,N5,T,1.3,20/05/2026
Z2,N5,T,1.1,20/05/2026
Z2,N5,T,2.0,20/05/2026
Z2,N5,T,2.8,20/05/2026
Z2,N5,T,0.6,20/05/2026
Z2,N5,T,4.0,20/05/2026
Z2,N5,T,1.5,20/05/2026
Z2,N5,T,0.7,20/05/2026
Z2,N5,T,1.3,20/05/2026
Z2,N5,T,3.6,20/05/2026
Z2,N5,T,3.2,20/05/2026
Z2,N5,T,2.5,20/05/2026
Z2,N5,T,3.3,20/05/2026
Z2,N5,T,1.7,20/05/2026
Z2,N5,T,2.5,20/05/2026
Z2,N5,T,10.0,20/05/2026
Z2,N5,T,10.9,20/05/2026
Z2,N5,T,2.3,20/05/2026
Z2,N5,T,3.5,20/05/2026
Z2,N5,T,1.4,20/05/2026
Z2,N5,T,2.5,20/05/2026
Z2,N5,T,4.0,20/05/2026
Z2,N5,T,6.0,20/05/2026
Z2,N5,T,2.7,20/05/2026
Z2,N5,T,5.2,20/05/2026
Z2,N5,T,3.5,20/05/2026
Z2,N5,T,2.8,20/05/2026
Z2,N5,T,2.6,20/05/2026
Z2,N5,T,3.3,20/05/2026
Z2,N5,T,1.9,20/05/2026
Z2,N5,T,2.3,20/05/2026
Z2,N5,T,2.2,20/05/2026
Z2,N5,T,3.0,20/05/2026
Z2,N5,T,2.7,20/05/2026
Z2,N5,T,4.0,20/05/2026
Z2,N5,T,2.7,20/05/2026
Z2,N5,T,1.8,20/05/2026
Z2,N5,T,1.9,20/05/2026
Z2,N5,T,2.5,20/05/2026
Z2,N5,T,2.7,20/05/2026
Z2,N5,T,2.2,20/05/2026
Z2,N5,T,4.1,20/05/2026
Z2,N5,T,1.6,20/05/2026
Z2,N5,T,0.8,20/05/2026
Z2,N5,T,0.5,20/05/2026
Z2,N5,T,1.6,20/05/2026
Z2,N5,T,2.0,20/05/2026
Z2,N5,T,0.8,20/05/2026
Z2,N5,T,5.4,20/05/2026
Z2,N5,T,4.7,20/05/2026
Z2,N5,T,2.9,20/05/2026
Z2,N5,T,2.3,20/05/2026
Z2,N5,T,0.5,20/05/2026
Z2,N5,T,1.8,20/05/2026
Z2,N5,T,1.9,20/05/2026
Z2,N5,T,3.4,20/05/2026
Z2,N5,T,4.9,20/05/2026
Z2,N5,T,1.0,20/05/2026
Z2,N5,T,2.0,20/05/2026
Z2,N5,T,1.4,20/05/2026
Z2,N6,T,4.7,20/05/2026
Z2,N6,T,3.3,20/05/2026
Z2,N6,T,1.7,20/05/2026
Z2,N6,T,2.7,20/05/2026
Z2,N6,T,1.0,20/05/2026
Z2,N6,T,2.2,20/05/2026
Z2,N6,T,1.0,20/05/2026
Z2,N6,T,3.5,20/05/2026
Z2,N6,T,1.8,20/05/2026
Z2,N6,T,1.5,20/05/2026
Z2,N6,T,1.8,20/05/2026
Z2,N6,T,2.0,20/05/2026
Z2,N6,T,1.2,20/05/2026
Z2,N6,T,1.3,20/05/2026
Z2,N6,T,2.2,20/05/2026
Z2,N6,T,1.2,20/05/2026
Z2,N6,T,6.5,20/05/2026
Z2,N6,T,5.2,20/05/2026
Z2,N6,T,5.4,20/05/2026
Z2,N6,T,2.2,20/05/2026
Z2,N6,T,7.4,20/05/2026
Z2,N6,T,1.0,20/05/2026
Z2,N6,T,1.0,20/05/2026
Z2,N6,T,1.6,20/05/2026
Z2,N6,T,7.0,20/05/2026
Z2,N6,T,2.8,20/05/2026
Z2,N6,T,7.3,20/05/2026
Z2,N6,T,3.2,20/05/2026
Z2,N6,T,3.5,20/05/2026
Z2,N6,T,9.6,20/05/2026
Z2,N6,T,7.0,20/05/2026
Z2,N6,T,7.0,20/05/2026
Z2,N6,T,17.6,20/05/2026
Z2,N6,T,2.5,20/05/2026
Z2,N6,T,3.4,20/05/2026
Z2,N6,T,3.5,20/05/2026
Z2,N6,T,2.5,20/05/2026
Z2,N6,T,3.0,20/05/2026
Z2,N6,T,2.1,20/05/2026
Z2,N6,T,2.5,20/05/2026
Z2,N6,T,6.5,20/05/2026
Z2,N6,T,3.0,20/05/2026
Z2,N6,T,3.0,20/05/2026
Z2,N6,T,2.9,20/05/2026
Z2,N6,T,2.8,20/05/2026
Z2,N6,T,2.1,20/05/2026
Z2,N6,T,3.1,20/05/2026
Z2,N6,T,2.9,20/05/2026
Z2,N6,T,2.4,20/05/2026
Z2,N6,T,1.3,20/05/2026
Z2,N6,T,3.0,20/05/2026
Z2,N6,T,1.9,20/05/2026
Z2,N6,T,1.5,20/05/2026
Z2,N6,T,1.2,20/05/2026
Z2,N6,T,2.5,20/05/2026
Z2,N6,T,2.1,20/05/2026
Z2,N6,T,2.0,20/05/2026
Z2,N6,T,2.5,20/05/2026
Z2,N6,T,3.5,20/05/2026
Z2,N6,T,2.3,20/05/2026
Z2,N6,T,2.2,20/05/2026
Z2,N6,T,2.0,20/05/2026
Z2,N6,T,2.0,20/05/2026
Z2,N6,T,1.5,20/05/2026
Z2,N6,T,2.5,20/05/2026
Z2,N6,T,2.4,20/05/2026
Z2,N6,T,2.0,20/05/2026
Z2,N6,T,1.8,20/05/2026
Z2,N6,T,1.1,20/05/2026
Z2,N6,T,2.1,20/05/2026
Z2,N6,T,1.5,20/05/2026
Z2,N6,T,1.5,20/05/2026
Z2,N6,T,2.1,20/05/2026
Z2,N7,T,3.5,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N7,T,3.5,20/05/2026
Z2,N7,T,3.2,20/05/2026
Z2,N7,T,5.7,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,7.5,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,1.3,20/05/2026
Z2,N7,T,8.0,20/05/2026
Z2,N7,T,1.4,20/05/2026
Z2,N7,T,7.5,20/05/2026
Z2,N7,T,4.5,20/05/2026
Z2,N7,T,1.0,20/05/2026
Z2,N7,T,4.0,20/05/2026
Z2,N7,T,8.0,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,1.7,20/05/2026
Z2,N7,T,5.1,20/05/2026
Z2,N7,T,6.5,20/05/2026
Z2,N7,T,2.9,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N7,T,6.5,20/05/2026
Z2,N7,T,3.6,20/05/2026
Z2,N7,T,1.4,20/05/2026
Z2,N7,T,1.5,20/05/2026
Z2,N7,T,1.7,20/05/2026
Z2,N7,T,1.1,20/05/2026
Z2,N7,T,1.8,20/05/2026
Z2,N7,T,8.0,20/05/2026
Z2,N7,T,3.2,20/05/2026
Z2,N7,T,2.6,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,3.5,20/05/2026
Z2,N7,T,2.2,20/05/2026
Z2,N7,T,1.5,20/05/2026
Z2,N7,T,2.4,20/05/2026
Z2,N7,T,1.3,20/05/2026
Z2,N7,T,1.2,20/05/2026
Z2,N7,T,3.5,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N7,T,0.6,20/05/2026
Z2,N7,T,3.6,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,1.9,20/05/2026
Z2,N7,T,4.0,20/05/2026
Z2,N7,T,1.5,20/05/2026
Z2,N7,T,3.7,20/05/2026
Z2,N7,T,3.2,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N7,T,4.2,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,1.6,20/05/2026
Z2,N7,T,1.0,20/05/2026
Z2,N7,T,1.3,20/05/2026
Z2,N7,T,1.1,20/05/2026
Z2,N7,T,1.5,20/05/2026
Z2,N7,T,5.0,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,2.7,20/05/2026
Z2,N7,T,3.2,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,1.5,20/05/2026
Z2,N7,T,3.4,20/05/2026
Z2,N7,T,2.3,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,3.5,20/05/2026
Z2,N7,T,7.2,20/05/2026
Z2,N7,T,3.2,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,2.3,20/05/2026
Z2,N7,T,4.0,20/05/2026
Z2,N7,T,2.8,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,2.3,20/05/2026
Z2,N7,T,3.5,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,2.3,20/05/2026
Z2,N7,T,2.5,20/05/2026
Z2,N7,T,3.0,20/05/2026
Z2,N7,T,1.2,20/05/2026
Z2,N7,T,1.0,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N7,T,1.2,20/05/2026
Z2,N7,T,3.1,20/05/2026
Z2,N7,T,2.2,20/05/2026
Z2,N7,T,2.2,20/05/2026
Z2,N7,T,0.5,20/05/2026
Z2,N7,T,2.0,20/05/2026
Z2,N8,T,3.5,20/05/2026
Z2,N8,T,3.0,20/05/2026
Z2,N8,T,3.9,20/05/2026
Z2,N8,T,3.2,20/05/2026
Z2,N8,T,2.4,20/05/2026
Z2,N8,T,3.1,20/05/2026
Z2,N8,T,4.0,20/05/2026
Z2,N8,T,2.3,20/05/2026
Z2,N8,T,3.0,20/05/2026
Z2,N8,T,1.5,20/05/2026
Z2,N8,T,2.0,20/05/2026
Z2,N8,T,1.5,20/05/2026
Z2,N8,T,4.0,20/05/2026
Z2,N8,T,2.0,20/05/2026
Z2,N8,T,3.1,20/05/2026
Z2,N8,T,1.6,20/05/2026
Z2,N8,T,2.6,20/05/2026
Z2,N8,T,3.0,20/05/2026
Z2,N8,T,3.5,20/05/2026
Z2,N8,T,1.3,20/05/2026
Z2,N8,T,3.4,20/05/2026
Z2,N8,T,4.6,20/05/2026
Z2,N8,T,5.4,20/05/2026
Z2,N8,T,2.2,20/05/2026
Z2,N8,T,6.4,20/05/2026
Z2,N8,T,6.3,20/05/2026
Z2,N8,T,6.0,20/05/2026
Z2,N8,T,2.1,20/05/2026
Z2,N8,T,2.0,20/05/2026
Z2,N8,T,8.0,20/05/2026
Z2,N8,T,0.8,20/05/2026
Z2,N8,T,1.3,20/05/2026
Z2,N8,T,2.6,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,4.5,20/05/2026
Z2,N8,T,5.5,20/05/2026
Z2,N8,T,2.6,20/05/2026
Z2,N8,T,3.2,20/05/2026
Z2,N8,T,4.6,20/05/2026
Z2,N8,T,6.5,20/05/2026
Z2,N8,T,2.0,20/05/2026
Z2,N8,T,1.0,20/05/2026
Z2,N8,T,1.0,20/05/2026
Z2,N8,T,1.8,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,2.4,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,2.9,20/05/2026
Z2,N8,T,1.3,20/05/2026
Z2,N8,T,1.0,20/05/2026
Z2,N8,T,2.0,20/05/2026
Z2,N8,T,3.0,20/05/2026
Z2,N8,T,2.7,20/05/2026
Z2,N8,T,4.5,20/05/2026
Z2,N8,T,4.4,20/05/2026
Z2,N8,T,4.0,20/05/2026
Z2,N8,T,3.2,20/05/2026
Z2,N8,T,3.5,20/05/2026
Z2,N8,T,3.0,20/05/2026
Z2,N8,T,2.9,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,2.4,20/05/2026
Z2,N8,T,1.2,20/05/2026
Z2,N8,T,3.5,20/05/2026
Z2,N8,T,3.8,20/05/2026
Z2,N8,T,2.6,20/05/2026
Z2,N8,T,3.9,20/05/2026
Z2,N8,T,1.2,20/05/2026
Z2,N8,T,0.6,20/05/2026
Z2,N8,T,1.0,20/05/2026
Z2,N8,T,1.6,20/05/2026
Z2,N8,T,3.5,20/05/2026
Z2,N8,T,1.3,20/05/2026
Z2,N8,T,0.9,20/05/2026
Z2,N8,T,0.8,20/05/2026
Z2,N8,T,4.2,20/05/2026
Z2,N8,T,2.1,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,4.1,20/05/2026
Z2,N8,T,3.8,20/05/2026
Z2,N8,T,2.6,20/05/2026
Z2,N8,T,3.4,20/05/2026
Z2,N8,T,2.8,20/05/2026
Z2,N8,T,2.4,20/05/2026
Z2,N8,T,3.3,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,2.1,20/05/2026
Z2,N8,T,2.2,20/05/2026
Z2,N8,T,3.1,20/05/2026
Z2,N8,T,2.7,20/05/2026
Z2,N8,T,3.0,20/05/2026
Z2,N8,T,1.5,20/05/2026
Z2,N8,T,1.5,20/05/2026
Z2,N8,T,3.5,20/05/2026
Z2,N8,T,2.5,20/05/2026
Z2,N8,T,1.7,20/05/2026
Z2,N9,T,1.0,20/05/2026
Z2,N10,T,0,20/05/2026
Z2,N11,T,1.3,20/05/2026
Z2,N12,T,0,20/05/2026
Z1,N1,M,8.5,21/05/2026
Z1,N1,M,7.5,21/05/2026
Z1,N1,M,2.7,21/05/2026
Z1,N1,M,6.4,21/05/2026
Z1,N1,M,2.3,21/05/2026
Z1,N1,M,1.6,21/05/2026
Z1,N1,M,4.5,21/05/2026
Z1,N1,M,6.3,21/05/2026
Z1,N1,M,9.6,21/05/2026
Z1,N1,M,1.8,21/05/2026
Z1,N1,M,7.3,21/05/2026
Z1,N1,M,5.0,21/05/2026
Z1,N1,M,5.8,21/05/2026
Z1,N1,M,5.2,21/05/2026
Z1,N1,M,4.7,21/05/2026
Z1,N1,M,5.5,21/05/2026
Z1,N1,M,6.0,21/05/2026
Z1,N1,M,4.9,21/05/2026
Z1,N1,M,4.0,21/05/2026
Z1,N1,M,4.6,21/05/2026
Z1,N1,M,2.6,21/05/2026
Z1,N1,M,3.3,21/05/2026
Z1,N1,M,6.0,21/05/2026
Z1,N1,M,2.4,21/05/2026
Z1,N1,M,3.9,21/05/2026
Z1,N1,M,2.0,21/05/2026
Z1,N1,M,1.9,21/05/2026
Z1,N1,M,3.9,21/05/2026
Z1,N1,M,4.7,21/05/2026
Z1,N1,M,4.5,21/05/2026
Z1,N1,M,5.1,21/05/2026
Z1,N1,M,3.5,21/05/2026
Z1,N1,M,3.1,21/05/2026
Z1,N1,M,2.5,21/05/2026
Z1,N1,M,3.6,21/05/2026
Z1,N1,M,3.0,21/05/2026
Z1,N1,M,1.1,21/05/2026
Z1,N1,M,2.0,21/05/2026
Z1,N1,M,2.5,21/05/2026
Z1,N1,M,2.6,21/05/2026
Z1,N1,M,0.7,21/05/2026
Z1,N1,M,1.4,21/05/2026
Z1,N1,M,2.7,21/05/2026
Z1,N1,M,3.1,21/05/2026
Z1,N2,M,6.1,21/05/2026
Z1,N2,M,8.3,21/05/2026
Z1,N2,M,5.5,21/05/2026
Z1,N2,M,6.3,21/05/2026
Z1,N2,M,4.7,21/05/2026
Z1,N2,M,7.6,21/05/2026
Z1,N2,M,6.0,21/05/2026
Z1,N2,M,5.0,21/05/2026
Z1,N2,M,3.6,21/05/2026
Z1,N2,M,3.4,21/05/2026
Z1,N2,M,6.4,21/05/2026
Z1,N2,M,7.5,21/05/2026
Z1,N2,M,4.0,21/05/2026
Z1,N2,M,5.6,21/05/2026
Z1,N2,M,4.5,21/05/2026
Z1,N2,M,4.0,21/05/2026
Z1,N2,M,4.5,21/05/2026
Z1,N2,M,3.0,21/05/2026
Z1,N2,M,4.6,21/05/2026
Z1,N2,M,4.3,21/05/2026
Z1,N2,M,2.9,21/05/2026
Z1,N2,M,2.6,21/05/2026
Z1,N2,M,1.1,21/05/2026
Z1,N2,M,3.0,21/05/2026
Z1,N2,M,3.2,21/05/2026
Z1,N2,M,2.0,21/05/2026
Z1,N2,M,1.4,21/05/2026
Z1,N2,M,1.2,21/05/2026
Z1,N2,M,2.0,21/05/2026
Z1,N2,M,3.5,21/05/2026
Z1,N2,M,2.0,21/05/2026
Z1,N2,M,4.0,21/05/2026
Z1,N3,M,12.0,21/05/2026
Z1,N3,M,6.5,21/05/2026
Z1,N3,M,6.8,21/05/2026
Z1,N3,M,14.5,21/05/2026
Z1,N3,M,15.9,21/05/2026
Z1,N3,M,8.4,21/05/2026
Z1,N3,M,6.2,21/05/2026
Z1,N3,M,8.9,21/05/2026
Z1,N3,M,13.0,21/05/2026
Z1,N3,M,13.5,21/05/2026
Z1,N3,M,3.8,21/05/2026
Z1,N3,M,12.8,21/05/2026
Z1,N3,M,15.5,21/05/2026
Z1,N3,M,4.2,21/05/2026
Z1,N3,M,10.5,21/05/2026
Z1,N3,M,9.7,21/05/2026
Z1,N3,M,4.0,21/05/2026
Z1,N3,M,4.4,21/05/2026
Z1,N3,M,8.0,21/05/2026
Z1,N3,M,6.1,21/05/2026
Z1,N3,M,7.3,21/05/2026
Z1,N3,M,4.8,21/05/2026
Z1,N3,M,6.7,21/05/2026
Z1,N3,M,2.6,21/05/2026
Z1,N3,M,1.5,21/05/2026
Z1,N3,M,3.2,21/05/2026
Z1,N3,M,2.0,21/05/2026
Z1,N3,M,4.5,21/05/2026
Z1,N3,M,5.3,21/05/2026
Z1,N3,M,4.6,21/05/2026
Z1,N3,M,6.2,21/05/2026
Z1,N3,M,4.5,21/05/2026
Z1,N3,M,6.7,21/05/2026
Z1,N3,M,3.3,21/05/2026
Z1,N3,M,5.6,21/05/2026
Z1,N3,M,2.0,21/05/2026
Z1,N3,M,2.4,21/05/2026
Z1,N3,M,5.5,21/05/2026
Z1,N3,M,1.0,21/05/2026
Z1,N3,M,5.4,21/05/2026
Z1,N3,M,5.8,21/05/2026
Z1,N3,M,3.9,21/05/2026
Z1,N3,M,5.4,21/05/2026
Z1,N3,M,1.0,21/05/2026
Z1,N3,M,3.8,21/05/2026
Z1,N3,M,3.5,21/05/2026
Z1,N3,M,3.0,21/05/2026
Z1,N3,M,4.3,21/05/2026
Z1,N3,M,4.0,21/05/2026
Z1,N3,M,1.4,21/05/2026
Z1,N3,M,5.5,21/05/2026
Z1,N3,M,2.0,21/05/2026
Z1,N3,M,1.1,21/05/2026
Z1,N3,M,1.9,21/05/2026
Z1,N3,M,3.3,21/05/2026
Z1,N3,M,3.4,21/05/2026
Z1,N3,M,0.8,21/05/2026
Z1,N3,M,1.0,21/05/2026
Z1,N3,M,4.5,21/05/2026
Z1,N4,M,4.3,21/05/2026
Z1,N4,M,5.3,21/05/2026
Z1,N4,M,4.0,21/05/2026
Z1,N4,M,3.5,21/05/2026
Z1,N4,M,1.9,21/05/2026
Z1,N4,M,6.5,21/05/2026
Z1,N4,M,6.1,21/05/2026
Z1,N4,M,6.0,21/05/2026
Z1,N4,M,1.2,21/05/2026
Z1,N4,M,3.6,21/05/2026
Z1,N4,M,3.8,21/05/2026
Z1,N4,M,2.5,21/05/2026
Z1,N4,M,4.7,21/05/2026
Z1,N4,M,0.9,21/05/2026
Z1,N4,M,1.0,21/05/2026
Z1,N4,M,0.9,21/05/2026
Z1,N4,M,1.3,21/05/2026
Z1,N4,M,1.6,21/05/2026
Z1,N4,M,6.7,21/05/2026
Z1,N4,M,2.0,21/05/2026
Z1,N4,M,0.7,21/05/2026
Z1,N4,M,1.0,21/05/2026
Z1,N4,M,0.9,21/05/2026
Z1,N4,M,1.2,21/05/2026
Z1,N4,M,2.1,21/05/2026
Z1,N4,M,2.4,21/05/2026
Z1,N4,M,3.8,21/05/2026
Z1,N4,M,1.2,21/05/2026
Z1,N4,M,4.8,21/05/2026
Z1,N4,M,10.6,21/05/2026
Z1,N4,M,6.1,21/05/2026
Z1,N4,M,7.3,21/05/2026
Z1,N4,M,2.7,21/05/2026
Z1,N4,M,3.1,21/05/2026
Z1,N4,M,2.5,21/05/2026
Z1,N4,M,6.2,21/05/2026
Z1,N4,M,10.1,21/05/2026
Z1,N4,M,10.8,21/05/2026
Z1,N4,M,4.5,21/05/2026
Z1,N4,M,4.7,21/05/2026
Z1,N4,M,4.0,21/05/2026
Z1,N4,M,2.7,21/05/2026
Z1,N4,M,1.4,21/05/2026
